Year,Publisher,Games,Sales,Json
2008,Rondomedia,3,0.73,"{'Publisher':'Rondomedia','Games':3,'Sales':0.73},"
2008,RTL,5,0.66,"{'Publisher':'RTL','Games':5,'Sales':0.66},"
2008,Russel,1,0.01,"{'Publisher':'Russel','Games':1,'Sales':0.01},"
2008,Scholastic Inc.,4,1.06,"{'Publisher':'Scholastic Inc.','Games':4,'Sales':1.06},"
2008,Sega,67,37.19,"{'Publisher':'Sega','Games':67,'Sales':37.19},"
2008,SNK Playmore,2,0.04,"{'Publisher':'SNK Playmore','Games':2,'Sales':0.04},"
2008,Sony Computer Entertainment,37,26.64,"{'Publisher':'Sony Computer Entertainment','Games':37,'Sales':26.64},"
2008,SouthPeak Games,8,0.74,"{'Publisher':'SouthPeak Games','Games':8,'Sales':0.74},"
2008,Spike,4,0.39,"{'Publisher':'Spike','Games':4,'Sales':0.39},"
2008,Square Enix,24,10.03,"{'Publisher':'Square Enix','Games':24,'Sales':10.03},"
2008,Sting,5,0.38,"{'Publisher':'Sting','Games':5,'Sales':0.38},"
2008,Success,3,0.15,"{'Publisher':'Success','Games':3,'Sales':0.15},"
2008,System 3 Arcade Software,6,1.33,"{'Publisher':'System 3 Arcade Software','Games':6,'Sales':1.33},"
2008,System Soft,1,0.02,"{'Publisher':'System Soft','Games':1,'Sales':0.02},"
2008,Takara Tomy,13,1.05,"{'Publisher':'Takara Tomy','Games':13,'Sales':1.05},"
2008,Take-Two Interactive,41,46.18,"{'Publisher':'Take-Two Interactive','Games':41,'Sales':46.18},"
2008,Tecmo Koei,30,4.08,"{'Publisher':'Tecmo Koei','Games':30,'Sales':4.08},"
2008,Telegames,1,0.08,"{'Publisher':'Telegames','Games':1,'Sales':0.08},"
2008,The Adventure Company,3,0.25,"{'Publisher':'The Adventure Company','Games':3,'Sales':0.25},"
2008,THQ,61,30.45,"{'Publisher':'THQ','Games':61,'Sales':30.45},"
2008,Tivola,1,0.05,"{'Publisher':'Tivola','Games':1,'Sales':0.05},"
2008,Tomy Corporation,1,0.39,"{'Publisher':'Tomy Corporation','Games':1,'Sales':0.39},"
2008,Touchstone,3,1.44,"{'Publisher':'Touchstone','Games':3,'Sales':1.44},"
2008,Tryfirst,1,0.03,"{'Publisher':'Tryfirst','Games':1,'Sales':0.03},"
2008,Ubisoft,112,57.44,"{'Publisher':'Ubisoft','Games':112,'Sales':57.44},"
2008,UFO Interactive,4,0.15,"{'Publisher':'UFO Interactive','Games':4,'Sales':0.15},"
2008,Unknown,2,0.32,"{'Publisher':'Unknown','Games':2,'Sales':0.32},"
2008,Valcon Games,2,0.14,"{'Publisher':'Valcon Games','Games':2,'Sales':0.14},"
2008,ValuSoft,1,0.03,"{'Publisher':'ValuSoft','Games':1,'Sales':0.03},"
2008,Vir2L Studios,2,0.1,"{'Publisher':'Vir2L Studios','Games':2,'Sales':0.1},"
2008,Vivendi Games,16,5.33,"{'Publisher':'Vivendi Games','Games':16,'Sales':5.33},"
2008,Warner Bros. Interactive Entertainment,10,11.72,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':10,'Sales':11.72},"
2008,Xplosiv,3,0.82,"{'Publisher':'Xplosiv','Games':3,'Sales':0.82},"
2008,XS Games,2,0.06,"{'Publisher':'XS Games','Games':2,'Sales':0.06},"
2008,Yeti,1,0.05,"{'Publisher':'Yeti','Games':1,'Sales':0.05},"
2008,Zoo Digital Publishing,12,1.45,"{'Publisher':'Zoo Digital Publishing','Games':12,'Sales':1.45},"
2008,Zoo Games,8,0.94,"{'Publisher':'Zoo Games','Games':8,'Sales':0.94},"
2008,Zushi Games,4,0.56,"{'Publisher':'Zushi Games','Games':4,'Sales':0.56},"
2009,1C Company,1,0.01,"{'Publisher':'1C Company','Games':1,'Sales':0.01},"
2009,49Games,1,0.04,"{'Publisher':'49Games','Games':1,'Sales':0.04},"
2009,505 Games,30,7.57,"{'Publisher':'505 Games','Games':30,'Sales':7.57},"
2009,5pb,7,0.18,"{'Publisher':'5pb','Games':7,'Sales':0.18},"
2009,Ackkstudios,1,0.07,"{'Publisher':'Ackkstudios','Games':1,'Sales':0.07},"
2009,Acquire,1,0.08,"{'Publisher':'Acquire','Games':1,'Sales':0.08},"
2009,Activision,121,78.06,"{'Publisher':'Activision','Games':121,'Sales':78.06},"
2009,Activision Value,7,3.29,"{'Publisher':'Activision Value','Games':7,'Sales':3.29},"
2009,Agetec,1,0.04,"{'Publisher':'Agetec','Games':1,'Sales':0.04},"
2009,Alawar Entertainment,1,0.04,"{'Publisher':'Alawar Entertainment','Games':1,'Sales':0.04},"
2009,Alchemist,4,0.08,"{'Publisher':'Alchemist','Games':4,'Sales':0.08},"
2009,Alvion,1,0.02,"{'Publisher':'Alvion','Games':1,'Sales':0.02},"
2009,AQ Interactive,3,0.15,"{'Publisher':'AQ Interactive','Games':3,'Sales':0.15},"
2009,Aqua Plus,3,0.11,"{'Publisher':'Aqua Plus','Games':3,'Sales':0.11},"
2009,Arc System Works,3,0.07,"{'Publisher':'Arc System Works','Games':3,'Sales':0.07},"
2009,ArtDink,1,0.04,"{'Publisher':'ArtDink','Games':1,'Sales':0.04},"
2009,ASCII Media Works,2,0.07,"{'Publisher':'ASCII Media Works','Games':2,'Sales':0.07},"
2009,Aspyr,4,0.48,"{'Publisher':'Aspyr','Games':4,'Sales':0.48},"
2009,Astragon,1,0.05,"{'Publisher':'Astragon','Games':1,'Sales':0.05},"
2009,Atari,20,4.51,"{'Publisher':'Atari','Games':20,'Sales':4.51},"
2009,Atlus,5,0.96,"{'Publisher':'Atlus','Games':5,'Sales':0.96},"
2009,Avanquest,7,0.9,"{'Publisher':'Avanquest','Games':7,'Sales':0.9},"
2009,Banpresto,2,0.32,"{'Publisher':'Banpresto','Games':2,'Sales':0.32},"
2009,Bethesda Softworks,6,1.29,"{'Publisher':'Bethesda Softworks','Games':6,'Sales':1.29},"
2009,Big Ben Interactive,2,0.81,"{'Publisher':'Big Ben Interactive','Games':2,'Sales':0.81},"
2009,bitComposer Games,1,0.03,"{'Publisher':'bitComposer Games','Games':1,'Sales':0.03},"
2009,Black Bean Games,5,0.33,"{'Publisher':'Black Bean Games','Games':5,'Sales':0.33},"
2009,Blast! Entertainment Ltd,4,0.19,"{'Publisher':'Blast! Entertainment Ltd','Games':4,'Sales':0.19},"
2009,Broccoli,3,0.04,"{'Publisher':'Broccoli','Games':3,'Sales':0.04},"
2009,Capcom,15,19.47,"{'Publisher':'Capcom','Games':15,'Sales':19.47},"
2009,Cave,1,0.03,"{'Publisher':'Cave','Games':1,'Sales':0.03},"
2009,CDV Software Entertainment,2,0.05,"{'Publisher':'CDV Software Entertainment','Games':2,'Sales':0.05},"
2009,ChunSoft,1,0.43,"{'Publisher':'ChunSoft','Games':1,'Sales':0.43},"
2009,City Interactive,4,0.45,"{'Publisher':'City Interactive','Games':4,'Sales':0.45},"
2009,Codemasters,26,8.43,"{'Publisher':'Codemasters','Games':26,'Sales':8.43},"
2009,Compile Heart,1,0.01,"{'Publisher':'Compile Heart','Games':1,'Sales':0.01},"
2009,Conspiracy Entertainment,2,0.07,"{'Publisher':'Conspiracy Entertainment','Games':2,'Sales':0.07},"
2009,Crave Entertainment,5,0.57,"{'Publisher':'Crave Entertainment','Games':5,'Sales':0.57},"
2009,Creative Core,1,0.03,"{'Publisher':'Creative Core','Games':1,'Sales':0.03},"
2009,CyberFront,2,0.02,"{'Publisher':'CyberFront','Games':2,'Sales':0.02},"
2009,D3Publisher,31,3.81,"{'Publisher':'D3Publisher','Games':31,'Sales':3.81},"
2009,Daedalic,1,0.11,"{'Publisher':'Daedalic','Games':1,'Sales':0.11},"
2009,Data Design Interactive,1,0.07,"{'Publisher':'Data Design Interactive','Games':1,'Sales':0.07},"
2009,Deep Silver,24,2.55,"{'Publisher':'Deep Silver','Games':24,'Sales':2.55},"
2009,Destineer,12,1.89,"{'Publisher':'Destineer','Games':12,'Sales':1.89},"
2009,DHM Interactive,1,0.04,"{'Publisher':'DHM Interactive','Games':1,'Sales':0.04},"
2009,Disney Interactive Studios,24,13.29,"{'Publisher':'Disney Interactive Studios','Games':24,'Sales':13.29},"
2009,DreamCatcher Interactive,6,0.47,"{'Publisher':'DreamCatcher Interactive','Games':6,'Sales':0.47},"
2009,DTP Entertainment,11,1.01,"{'Publisher':'DTP Entertainment','Games':11,'Sales':1.01},"
2009,Ecole,1,0.06,"{'Publisher':'Ecole','Games':1,'Sales':0.06},"
2009,Edia,1,0.02,"{'Publisher':'Edia','Games':1,'Sales':0.02},"
2009,Eidos Interactive,20,10.91,"{'Publisher':'Eidos Interactive','Games':20,'Sales':10.91},"
2009,Electronic Arts,112,86.2,"{'Publisher':'Electronic Arts','Games':112,'Sales':86.2},"
2009,Enjoy Gaming ltd.,1,0.1,"{'Publisher':'Enjoy Gaming ltd.','Games':1,'Sales':0.1},"
2009,Enterbrain,1,0.13,"{'Publisher':'Enterbrain','Games':1,'Sales':0.13},"
2009,Evolved Games,2,0.1,"{'Publisher':'Evolved Games','Games':2,'Sales':0.1},"
2009,Falcom Corporation,3,0.33,"{'Publisher':'Falcom Corporation','Games':3,'Sales':0.33},"
2009,Flight-Plan,1,0.04,"{'Publisher':'Flight-Plan','Games':1,'Sales':0.04},"
2009,Focus Home Interactive,7,0.91,"{'Publisher':'Focus Home Interactive','Games':7,'Sales':0.91},"
2009,From Software,4,0.13,"{'Publisher':'From Software','Games':4,'Sales':0.13},"
2009,G.Rev,1,0.01,"{'Publisher':'G.Rev','Games':1,'Sales':0.01},"
2009,Game Life,1,0.17,"{'Publisher':'Game Life','Games':1,'Sales':0.17},"
2009,Gamebridge,1,0.21,"{'Publisher':'Gamebridge','Games':1,'Sales':0.21},"
2009,Genterprise,1,0.01,"{'Publisher':'Genterprise','Games':1,'Sales':0.01},"
2009,Ghostlight,1,0.63,"{'Publisher':'Ghostlight','Games':1,'Sales':0.63},"
2009,Graffiti,3,0.14,"{'Publisher':'Graffiti','Games':3,'Sales':0.14},"
2009,GSP,6,1.6,"{'Publisher':'GSP','Games':6,'Sales':1.6},"
2009,GungHo,2,0.33,"{'Publisher':'GungHo','Games':2,'Sales':0.33},"
2009,Gust,2,0.14,"{'Publisher':'Gust','Games':2,'Sales':0.14},"
2009,HMH Interactive,1,0.11,"{'Publisher':'HMH Interactive','Games':1,'Sales':0.11},"
2009,Hudson Entertainment,1,0.09,"{'Publisher':'Hudson Entertainment','Games':1,'Sales':0.09},"
2009,Hudson Soft,8,1.82,"{'Publisher':'Hudson Soft','Games':8,'Sales':1.82},"
2009,Idea Factory,7,0.31,"{'Publisher':'Idea Factory','Games':7,'Sales':0.31},"
2009,Ignition Entertainment,2,0.27,"{'Publisher':'Ignition Entertainment','Games':2,'Sales':0.27},"
2009,Irem Software Engineering,1,0.07,"{'Publisher':'Irem Software Engineering','Games':1,'Sales':0.07},"
2009,JoWood Productions,4,0.39,"{'Publisher':'JoWood Productions','Games':4,'Sales':0.39},"
2009,Kadokawa Shoten,3,0.09,"{'Publisher':'Kadokawa Shoten','Games':3,'Sales':0.09},"
2009,Kalypso Media,5,0.32,"{'Publisher':'Kalypso Media','Games':5,'Sales':0.32},"
2009,Knowledge Adventure,2,0.86,"{'Publisher':'Knowledge Adventure','Games':2,'Sales':0.86},"
2009,Konami Digital Entertainment,59,16.09,"{'Publisher':'Konami Digital Entertainment','Games':59,'Sales':16.09},"
2009,Level 5,4,0.35,"{'Publisher':'Level 5','Games':4,'Sales':0.35},"
2009,LucasArts,9,4.09,"{'Publisher':'LucasArts','Games':9,'Sales':4.09},"
2009,Magix,1,0.04,"{'Publisher':'Magix','Games':1,'Sales':0.04},"
2009,Majesco Entertainment,24,3.43,"{'Publisher':'Majesco Entertainment','Games':24,'Sales':3.43},"
2009,Marvelous Interactive,5,0.34,"{'Publisher':'Marvelous Interactive','Games':5,'Sales':0.34},"
2009,Mastertronic,1,0.05,"{'Publisher':'Mastertronic','Games':1,'Sales':0.05},"
2009,Mastiff,3,0.62,"{'Publisher':'Mastiff','Games':3,'Sales':0.62},"
2009,Mentor Interactive,3,0.99,"{'Publisher':'Mentor Interactive','Games':3,'Sales':0.99},"
2009,Merscom LLC,1,0.2,"{'Publisher':'Merscom LLC','Games':1,'Sales':0.2},"
2009,Microsoft Game Studios,7,15.61,"{'Publisher':'Microsoft Game Studios','Games':7,'Sales':15.61},"
2009,Midas Interactive Entertainment,4,0.15,"{'Publisher':'Midas Interactive Entertainment','Games':4,'Sales':0.15},"
2009,Mindscape,13,3.49,"{'Publisher':'Mindscape','Games':13,'Sales':3.49},"
2009,MTV Games,16,6.95,"{'Publisher':'MTV Games','Games':16,'Sales':6.95},"
2009,Namco Bandai Games,62,16.77,"{'Publisher':'Namco Bandai Games','Games':62,'Sales':16.77},"
2009,Natsume,1,0.08,"{'Publisher':'Natsume','Games':1,'Sales':0.08},"
2009,Neko Entertainment,1,0.02,"{'Publisher':'Neko Entertainment','Games':1,'Sales':0.02},"
2009,Nintendo,32,128.89,"{'Publisher':'Nintendo','Games':32,'Sales':128.89},"
2009,Nippon Ichi Software,9,1.24,"{'Publisher':'Nippon Ichi Software','Games':9,'Sales':1.24},"
2009,Nobilis,3,0.09,"{'Publisher':'Nobilis','Games':3,'Sales':0.09},"
2009,Nordcurrent,1,0.23,"{'Publisher':'Nordcurrent','Games':1,'Sales':0.23},"
2009,Nordic Games,4,1.24,"{'Publisher':'Nordic Games','Games':4,'Sales':1.24},"
2009,NovaLogic,1,0.02,"{'Publisher':'NovaLogic','Games':1,'Sales':0.02},"
2009,Number None,1,0.03,"{'Publisher':'Number None','Games':1,'Sales':0.03},"
2009,O-Games,1,0.02,"{'Publisher':'O-Games','Games':1,'Sales':0.02},"
2009,Oxygen Interactive,9,0.5,"{'Publisher':'Oxygen Interactive','Games':9,'Sales':0.5},"
2009,P2 Games,2,0.08,"{'Publisher':'P2 Games','Games':2,'Sales':0.08},"
2009,Paradox Interactive,4,0.12,"{'Publisher':'Paradox Interactive','Games':4,'Sales':0.12},"
2009,Performance Designed Products,2,0.36,"{'Publisher':'Performance Designed Products','Games':2,'Sales':0.36},"
2009,Phantom EFX,1,0.09,"{'Publisher':'Phantom EFX','Games':1,'Sales':0.09},"
2009,Phenomedia,1,0.05,"{'Publisher':'Phenomedia','Games':1,'Sales':0.05},"
2009,Pinnacle,1,0.38,"{'Publisher':'Pinnacle','Games':1,'Sales':0.38},"
2009,Playlogic Game Factory,11,0.86,"{'Publisher':'Playlogic Game Factory','Games':11,'Sales':0.86},"
2009,PlayV,1,0.02,"{'Publisher':'PlayV','Games':1,'Sales':0.02},"
2009,PM Studios,1,0.1,"{'Publisher':'PM Studios','Games':1,'Sales':0.1},"
2009,PopCap Games,4,0.54,"{'Publisher':'PopCap Games','Games':4,'Sales':0.54},"
2009,PQube,4,1.07,"{'Publisher':'PQube','Games':4,'Sales':1.07},"
2009,Prototype,5,0.13,"{'Publisher':'Prototype','Games':5,'Sales':0.13},"
2009,Reef Entertainment,2,0.12,"{'Publisher':'Reef Entertainment','Games':2,'Sales':0.12},"
2009,Revolution (Japan),1,0.02,"{'Publisher':'Revolution (Japan)','Games':1,'Sales':0.02},"
2009,Rising Star Games,12,2.81,"{'Publisher':'Rising Star Games','Games':12,'Sales':2.81},"
2009,Rocket Company,1,0.06,"{'Publisher':'Rocket Company','Games':1,'Sales':0.06},"
2009,Rondomedia,5,1.54,"{'Publisher':'Rondomedia','Games':5,'Sales':1.54},"
2009,RTL,2,0.08,"{'Publisher':'RTL','Games':2,'Sales':0.08},"
2009,Russel,1,0.03,"{'Publisher':'Russel','Games':1,'Sales':0.03},"
2009,Sega,43,24.92,"{'Publisher':'Sega','Games':43,'Sales':24.92},"
2009,Slitherine Software,2,0.03,"{'Publisher':'Slitherine Software','Games':2,'Sales':0.03},"
2009,SNK Playmore,2,0.06,"{'Publisher':'SNK Playmore','Games':2,'Sales':0.06},"
2009,Sony Computer Entertainment,45,36.53,"{'Publisher':'Sony Computer Entertainment','Games':45,'Sales':36.53},"
2009,SouthPeak Games,13,1.97,"{'Publisher':'SouthPeak Games','Games':13,'Sales':1.97},"
2009,Spike,8,1.14,"{'Publisher':'Spike','Games':8,'Sales':1.14},"
2009,Square Enix,18,10.83,"{'Publisher':'Square Enix','Games':18,'Sales':10.83},"
2009,Starfish,1,0.02,"{'Publisher':'Starfish','Games':1,'Sales':0.02},"
2009,Storm City Games,3,0.36,"{'Publisher':'Storm City Games','Games':3,'Sales':0.36},"
2009,Success,1,0.01,"{'Publisher':'Success','Games':1,'Sales':0.01},"
2009,Sweets,1,0.03,"{'Publisher':'Sweets','Games':1,'Sales':0.03},"
2009,System 3 Arcade Software,2,0.06,"{'Publisher':'System 3 Arcade Software','Games':2,'Sales':0.06},"
2009,Takara Tomy,5,0.3,"{'Publisher':'Takara Tomy','Games':5,'Sales':0.3},"
2009,Take-Two Interactive,41,19.11,"{'Publisher':'Take-Two Interactive','Games':41,'Sales':19.11},"
2009,Tecmo Koei,21,2.04,"{'Publisher':'Tecmo Koei','Games':21,'Sales':2.04},"
2009,TGL,1,0.01,"{'Publisher':'TGL','Games':1,'Sales':0.01},"
2009,The Adventure Company,2,0.26,"{'Publisher':'The Adventure Company','Games':2,'Sales':0.26},"
2009,THQ,72,30.83,"{'Publisher':'THQ','Games':72,'Sales':30.83},"
2009,Tivola,2,0.12,"{'Publisher':'Tivola','Games':2,'Sales':0.12},"
2009,Tommo,1,0.02,"{'Publisher':'Tommo','Games':1,'Sales':0.02},"
2009,Tomy Corporation,1,0.03,"{'Publisher':'Tomy Corporation','Games':1,'Sales':0.03},"
2009,Ubisoft,102,47.01,"{'Publisher':'Ubisoft','Games':102,'Sales':47.01},"
2009,Ubisoft Annecy,3,1.43,"{'Publisher':'Ubisoft Annecy','Games':3,'Sales':1.43},"
2009,UFO Interactive,3,0.17,"{'Publisher':'UFO Interactive','Games':3,'Sales':0.17},"
2009,Unknown,1,0.02,"{'Publisher':'Unknown','Games':1,'Sales':0.02},"
2009,Valcon Games,3,0.16,"{'Publisher':'Valcon Games','Games':3,'Sales':0.16},"
2009,ValuSoft,1,0.11,"{'Publisher':'ValuSoft','Games':1,'Sales':0.11},"
2009,Valve Software,1,0.37,"{'Publisher':'Valve Software','Games':1,'Sales':0.37},"
2009,Vir2L Studios,1,0.16,"{'Publisher':'Vir2L Studios','Games':1,'Sales':0.16},"
2009,Vivendi Games,2,0.26,"{'Publisher':'Vivendi Games','Games':2,'Sales':0.26},"
2009,Warner Bros. Interactive Entertainment,29,14.22,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':29,'Sales':14.22},"
2009,XS Games,3,0.71,"{'Publisher':'XS Games','Games':3,'Sales':0.71},"
2009,Yeti,2,0.03,"{'Publisher':'Yeti','Games':2,'Sales':0.03},"
2009,Zoo Digital Publishing,11,1.14,"{'Publisher':'Zoo Digital Publishing','Games':11,'Sales':1.14},"
2009,Zoo Games,11,2.43,"{'Publisher':'Zoo Games','Games':11,'Sales':2.43},"
2009,Zushi Games,13,1.28,"{'Publisher':'Zushi Games','Games':13,'Sales':1.28},"
2010,505 Games,22,14.26,"{'Publisher':'505 Games','Games':22,'Sales':14.26},"
2010,5pb,10,0.29,"{'Publisher':'5pb','Games':10,'Sales':0.29},"
2010,7G//AMES,1,0.01,"{'Publisher':'7G//AMES','Games':1,'Sales':0.01},"
2010,Abylight,1,0.08,"{'Publisher':'Abylight','Games':1,'Sales':0.08},"
2010,Ackkstudios,1,0.11,"{'Publisher':'Ackkstudios','Games':1,'Sales':0.11},"
2010,Acquire,3,0.22,"{'Publisher':'Acquire','Games':3,'Sales':0.22},"
2010,Activision,89,63.39,"{'Publisher':'Activision','Games':89,'Sales':63.39},"
2010,Aerosoft,1,0.01,"{'Publisher':'Aerosoft','Games':1,'Sales':0.01},"
2010,Alchemist,10,0.26,"{'Publisher':'Alchemist','Games':10,'Sales':0.26},"
2010,Alternative Software,1,0.07,"{'Publisher':'Alternative Software','Games':1,'Sales':0.07},"
2010,Alvion,1,0.02,"{'Publisher':'Alvion','Games':1,'Sales':0.02},"
2010,Aqua Plus,2,0.06,"{'Publisher':'Aqua Plus','Games':2,'Sales':0.06},"
2010,Arc System Works,3,0.1,"{'Publisher':'Arc System Works','Games':3,'Sales':0.1},"
2010,ArtDink,1,0.02,"{'Publisher':'ArtDink','Games':1,'Sales':0.02},"
2010,ASCII Media Works,3,0.12,"{'Publisher':'ASCII Media Works','Games':3,'Sales':0.12},"
2010,Asgard,3,0.14,"{'Publisher':'Asgard','Games':3,'Sales':0.14},"
2010,Astragon,3,0.53,"{'Publisher':'Astragon','Games':3,'Sales':0.53},"
2010,Asylum Entertainment,5,0.52,"{'Publisher':'Asylum Entertainment','Games':5,'Sales':0.52},"
2010,Atari,11,1.43,"{'Publisher':'Atari','Games':11,'Sales':1.43},"
2010,Atlus,4,0.82,"{'Publisher':'Atlus','Games':4,'Sales':0.82},"
2010,Avanquest,4,0.77,"{'Publisher':'Avanquest','Games':4,'Sales':0.77},"
2010,Bethesda Softworks,3,8.41,"{'Publisher':'Bethesda Softworks','Games':3,'Sales':8.41},"
2010,Black Bean Games,8,1.2,"{'Publisher':'Black Bean Games','Games':8,'Sales':1.2},"
2010,Broccoli,1,0.02,"{'Publisher':'Broccoli','Games':1,'Sales':0.02},"
2010,Capcom,22,14.38,"{'Publisher':'Capcom','Games':22,'Sales':14.38},"
2010,Cave,2,0.07,"{'Publisher':'Cave','Games':2,'Sales':0.07},"
2010,ChunSoft,1,0.04,"{'Publisher':'ChunSoft','Games':1,'Sales':0.04},"
2010,City Interactive,5,1.87,"{'Publisher':'City Interactive','Games':5,'Sales':1.87},"
2010,Codemasters,5,2.64,"{'Publisher':'Codemasters','Games':5,'Sales':2.64},"
2010,Comfort,2,0.03,"{'Publisher':'Comfort','Games':2,'Sales':0.03},"
2010,Compile Heart,3,0.26,"{'Publisher':'Compile Heart','Games':3,'Sales':0.26},"
2010,Conspiracy Entertainment,4,0.23,"{'Publisher':'Conspiracy Entertainment','Games':4,'Sales':0.23},"
2010,Crave Entertainment,7,0.71,"{'Publisher':'Crave Entertainment','Games':7,'Sales':0.71},"
2010,Culture Brain,1,0.02,"{'Publisher':'Culture Brain','Games':1,'Sales':0.02},"
2010,CyberFront,6,0.11,"{'Publisher':'CyberFront','Games':6,'Sales':0.11},"
2010,D3Publisher,31,4.56,"{'Publisher':'D3Publisher','Games':31,'Sales':4.56},"
2010,Daedalic,1,0.02,"{'Publisher':'Daedalic','Games':1,'Sales':0.02},"
2010,Deep Silver,17,2.01,"{'Publisher':'Deep Silver','Games':17,'Sales':2.01},"
2010,Destineer,12,0.57,"{'Publisher':'Destineer','Games':12,'Sales':0.57},"
2010,Devolver Digital,1,0.02,"{'Publisher':'Devolver Digital','Games':1,'Sales':0.02},"
2010,Disney Interactive Studios,35,20.5,"{'Publisher':'Disney Interactive Studios','Games':35,'Sales':20.5},"
2010,Dorart,1,0.01,"{'Publisher':'Dorart','Games':1,'Sales':0.01},"
2010,DreamCatcher Interactive,2,0.11,"{'Publisher':'DreamCatcher Interactive','Games':2,'Sales':0.11},"
2010,DTP Entertainment,7,0.41,"{'Publisher':'DTP Entertainment','Games':7,'Sales':0.41},"
2010,Electronic Arts,88,81.38,"{'Publisher':'Electronic Arts','Games':88,'Sales':81.38},"
2010,Enterbrain,2,0.18,"{'Publisher':'Enterbrain','Games':2,'Sales':0.18},"
2010,Falcom Corporation,3,0.36,"{'Publisher':'Falcom Corporation','Games':3,'Sales':0.36},"
2010,Flashpoint Games,1,0.04,"{'Publisher':'Flashpoint Games','Games':1,'Sales':0.04},"
2010,Focus Home Interactive,6,0.7,"{'Publisher':'Focus Home Interactive','Games':6,'Sales':0.7},"
2010,Foreign Media Games,9,0.63,"{'Publisher':'Foreign Media Games','Games':9,'Sales':0.63},"
2010,From Software,1,0.03,"{'Publisher':'From Software','Games':1,'Sales':0.03},"
2010,Funcom,1,0.03,"{'Publisher':'Funcom','Games':1,'Sales':0.03},"
2010,FuRyu,1,0.01,"{'Publisher':'FuRyu','Games':1,'Sales':0.01},"
2010,G.Rev,1,0.03,"{'Publisher':'G.Rev','Games':1,'Sales':0.03},"
2010,Game Factory,1,0.15,"{'Publisher':'Game Factory','Games':1,'Sales':0.15},"
2010,GameMill Entertainment,1,0.18,"{'Publisher':'GameMill Entertainment','Games':1,'Sales':0.18},"
2010,Ghostlight,2,0.12,"{'Publisher':'Ghostlight','Games':2,'Sales':0.12},"
2010,GN Software,1,0.01,"{'Publisher':'GN Software','Games':1,'Sales':0.01},"
2010,Graffiti,2,0.2,"{'Publisher':'Graffiti','Games':2,'Sales':0.2},"
2010,Griffin International,1,0.09,"{'Publisher':'Griffin International','Games':1,'Sales':0.09},"
2010,GSP,3,0.46,"{'Publisher':'GSP','Games':3,'Sales':0.46},"
2010,Gust,1,0.03,"{'Publisher':'Gust','Games':1,'Sales':0.03},"
2010,Hackberry,1,0.01,"{'Publisher':'Hackberry','Games':1,'Sales':0.01},"
2010,Home Entertainment Suppliers,2,0.06,"{'Publisher':'Home Entertainment Suppliers','Games':2,'Sales':0.06},"
2010,Hudson Soft,11,1.22,"{'Publisher':'Hudson Soft','Games':11,'Sales':1.22},"
2010,Idea Factory,23,0.68,"{'Publisher':'Idea Factory','Games':23,'Sales':0.68},"
2010,Irem Software Engineering,2,0.05,"{'Publisher':'Irem Software Engineering','Games':2,'Sales':0.05},"
